LINE,X,Y
3,-75247.94,6614748.74
3,-75247.94,6614798.74
3,-75247.94,6614848.74
3,-75247.94,6614898.74
3,-75247.94,6614948.74
3,-75247.94,6614998.74
3,-75247.94,6615048.74
3,-75247.94,6615098.74
3,-75247.94,6615148.74
3,-75247.94,6615198.74
3,-75247.94,6615248.74
3,-75247.94,6615298.74
3,-75247.94,6615348.74
3,-75247.94,6615398.74
3,-75247.94,6615448.74
3,-75247.94,6615498.74
3,-75247.94,6615548.74
3,-75247.94,6615598.74
3,-75247.94,6615648.74
3,-75247.94,6615698.74
3,-75247.94,6615748.74
3,-75247.94,6615798.74
3,-75247.94,6615848.74
3,-75247.94,6615898.74
3,-75247.94,6615948.74
3,-75247.94,6615998.74
3,-75247.94,6616048.74
3,-75247.94,6616098.74
3,-75247.94,6616148.74
3,-75247.94,6616198.74
3,-75247.94,6616248.74
3,-75247.94,6616298.74
3,-75247.94,6616348.74
3,-75247.94,6616398.74
3,-75247.94,6616448.74
3,-75247.94,6616498.74
3,-75247.94,6616548.74
3,-75247.94,6616598.74
3,-75247.94,6616648.74
3,-75247.94,6616698.74
3,-75247.94,6616748.74
3,-75247.94,6616798.74
3,-75247.94,6616848.74
3,-75247.94,6616898.74
3,-75247.94,6616948.74
3,-75247.94,6616998.74
3,-75247.94,6617048.74
3,-75247.94,6617098.74
3,-75247.94,6617148.74
3,-75247.94,6617198.74
3,-75247.94,6617248.74
3,-75247.94,6617298.74
3,-75247.94,6617348.74
3,-75247.94,6617398.74
3,-75247.94,6617448.74
3,-75247.94,6617498.74
3,-75247.94,6617548.74
3,-75247.94,6617598.74
3,-75247.94,6617648.74
3,-75247.94,6617698.74
3,-75247.94,6617748.74
3,-75247.94,6617798.74
3,-75247.94,6617848.74
3,-75247.94,6617898.74
3,-75247.94,6617948.74
3,-75247.94,6617998.74
3,-75247.94,6618048.74
3,-75247.94,6618098.74
3,-75247.94,6618148.74
3,-75247.94,6618198.74
3,-75247.94,6618248.74
3,-75247.94,6618298.74
3,-75247.94,6618348.74
3,-75247.94,6618398.74
3,-75247.94,6618448.74
3,-75247.94,6618498.74
3,-75247.94,6618548.74
3,-75247.94,6618598.74
3,-75247.94,6618648.74
3,-75247.94,6618698.74
3,-75247.94,6618748.74
3,-75247.94,6618798.74
3,-75247.94,6618848.74
3,-75247.94,6618898.74
3,-75247.94,6618948.74
3,-75247.94,6618998.74
3,-75247.94,6619048.74
3,-75247.94,6619098.74
3,-75247.94,6619148.74
3,-75247.94,6619198.74
3,-75247.94,6619248.74
3,-75247.94,6619298.74
3,-75247.94,6619348.74
3,-75247.94,6619398.74
3,-75247.94,6619448.74
3,-75247.94,6619498.74
3,-75247.94,6619548.74
3,-75247.94,6619598.74
3,-75247.94,6619648.74
3,-75247.94,6619698.74
3,-75247.94,6619748.74
3,-75247.94,6619798.74
3,-75247.94,6619848.74
3,-75247.94,6619898.74
3,-75247.94,6619948.74
3,-75247.94,6619998.74
3,-75247.94,6620048.74
3,-75247.94,6620098.74
3,-75247.94,6620148.74
3,-75247.94,6620198.74
3,-75247.94,6620248.74
3,-75247.94,6620298.74
3,-75247.94,6620348.74
3,-75247.94,6620398.74
3,-75247.94,6620448.74
3,-75247.94,6620498.74
3,-75247.94,6620548.74
3,-75247.94,6620598.74
3,-75247.94,6620648.74
3,-75247.94,6620698.74
3,-75247.94,6620748.74
3,-75247.94,6620798.74
3,-75247.94,6620848.74
3,-75247.94,6620898.74
3,-75247.94,6620948.74
3,-75247.94,6620998.74
3,-75247.94,6621048.74
3,-75247.94,6621098.74
3,-75247.94,6621148.74
3,-75247.94,6621198.74
3,-75247.94,6621248.74
3,-75247.94,6621298.74
3,-75247.94,6621348.74
3,-75247.94,6621398.74
3,-75247.94,6621448.74
3,-75247.94,6621498.74
3,-75247.94,6621548.74
3,-75247.94,6621598.74
3,-75247.94,6621648.74
3,-75247.94,6621698.74
3,-75247.94,6621748.74
3,-75247.94,6621798.74
3,-75247.94,6621848.74
3,-75247.94,6621898.74
3,-75247.94,6621948.74
3,-75247.94,6621998.74
3,-75247.94,6622048.74
3,-75247.94,6622098.74
3,-75247.94,6622148.74
3,-75247.94,6622198.74
3,-75247.94,6622248.74
3,-75247.94,6622298.74
3,-75247.94,6622348.74
3,-75247.94,6622398.74
3,-75247.94,6622448.74
3,-75247.94,6622498.74
3,-75247.94,6622548.74
3,-75247.94,6622598.74
3,-75247.94,6622648.74
3,-75247.94,6622698.74
3,-75247.94,6622748.74
3,-75247.94,6622798.74
3,-75247.94,6622848.74
3,-75247.94,6622898.74
3,-75247.94,6622948.74
3,-75247.94,6622998.74
3,-75247.94,6623048.74
3,-75247.94,6623098.74
3,-75247.94,6623148.74
3,-75247.94,6623198.74
3,-75247.94,6623248.74
3,-75247.94,6623298.74
3,-75247.94,6623348.74
3,-75247.94,6623398.74
3,-75247.94,6623448.74
3,-75247.94,6623498.74
3,-75247.94,6623548.74
3,-75247.94,6623598.74
3,-75247.94,6623648.74
3,-75247.94,6623698.74
3,-75247.94,6623748.74
3,-75247.94,6623798.74
3,-75247.94,6623848.74
3,-75247.94,6623898.74
3,-75247.94,6623948.74
3,-75247.94,6623998.74
3,-75247.94,6624048.74
3,-75247.94,6624098.74
3,-75247.94,6624148.74
3,-75247.94,6624198.74
3,-75247.94,6624248.74
3,-75247.94,6624298.74
3,-75247.94,6624348.74
3,-75247.94,6624398.74
3,-75247.94,6624448.74
3,-75247.94,6624498.74
3,-75247.94,6624548.74
3,-75247.94,6624598.74
3,-75247.94,6624648.74
3,-75247.94,6624698.74
3,-75247.94,6624748.74
3,-75247.94,6624798.74
3,-75247.94,6624848.74
3,-75247.94,6624898.74
3,-75247.94,6624948.74
3,-75247.94,6624998.74
3,-75247.94,6625048.74
3,-75247.94,6625098.74
3,-75247.94,6625148.74
3,-75247.94,6625198.74
3,-75247.94,6625248.74
3,-75247.94,6625298.74
3,-75247.94,6625348.74
3,-75247.94,6625398.74
3,-75247.94,6625448.74
3,-75247.94,6625498.74
3,-75247.94,6625548.74
3,-75247.94,6625598.74
3,-75247.94,6625648.74
3,-75247.94,6625698.74
3,-75247.94,6625748.74
3,-75247.94,6625798.74
3,-75247.94,6625848.74
3,-75247.94,6625898.74
3,-75247.94,6625948.74
3,-75247.94,6625998.74
3,-75247.94,6626048.74
3,-75247.94,6626098.74
3,-75247.94,6626148.74
3,-75247.94,6626198.74
3,-75247.94,6626248.74
3,-75247.94,6626298.74
3,-75247.94,6626348.74
3,-75247.94,6626398.74
3,-75247.94,6626448.74
3,-75247.94,6626498.74
3,-75247.94,6626548.74
3,-75247.94,6626598.74
3,-75247.94,6626648.74
3,-75247.94,6626698.74
3,-75247.94,6626748.74
3,-75247.94,6626798.74
3,-75247.94,6626848.74
3,-75247.94,6626898.74
3,-75247.94,6626948.74
3,-75247.94,6626998.74
4,-74747.94,6626398.74
4,-74747.94,6626348.74
4,-74747.94,6626298.74
4,-74747.94,6626248.74
4,-74747.94,6626198.74
4,-74747.94,6626148.74
4,-74747.94,6626098.74
4,-74747.94,6626048.74
4,-74747.94,6625998.74
4,-74747.94,6625948.74
4,-74747.94,6625898.74
4,-74747.94,6625848.74
4,-74747.94,6625798.74
4,-74747.94,6625748.74
4,-74747.94,6625698.74
4,-74747.94,6625648.74
4,-74747.94,6625598.74
4,-74747.94,6625548.74
4,-74747.94,6625498.74
4,-74747.94,6625448.74
4,-74747.94,6625398.74
4,-74747.94,6625348.74
4,-74747.94,6625298.74
4,-74747.94,6625248.74
4,-74747.94,6625198.74
4,-74747.94,6625148.74
4,-74747.94,6625098.74
4,-74747.94,6625048.74
4,-74747.94,6624998.74
4,-74747.94,6624948.74
4,-74747.94,6624898.74
4,-74747.94,6624848.74
4,-74747.94,6624798.74
4,-74747.94,6624748.74
4,-74747.94,6624698.74
4,-74747.94,6624648.74
4,-74747.94,6624598.74
4,-74747.94,6624548.74
4,-74747.94,6624498.74
4,-74747.94,6624448.74
4,-74747.94,6624398.74
4,-74747.94,6624348.74
4,-74747.94,6624298.74
4,-74747.94,6624248.74
4,-74747.94,6624198.74
4,-74747.94,6624148.74
4,-74747.94,6624098.74
4,-74747.94,6624048.74
4,-74747.94,6623998.74
4,-74747.94,6623948.74
4,-74747.94,6623898.74
4,-74747.94,6623848.74
4,-74747.94,6623798.74
4,-74747.94,6623748.74
4,-74747.94,6623698.74
4,-74747.94,6623648.74
4,-74747.94,6623598.74
4,-74747.94,6623548.74
4,-74747.94,6623498.74
4,-74747.94,6623448.74
4,-74747.94,6623398.74
4,-74747.94,6623348.74
4,-74747.94,6623298.74
4,-74747.94,6623248.74
4,-74747.94,6623198.74
4,-74747.94,6623148.74
4,-74747.94,6623098.74
4,-74747.94,6623048.74
4,-74747.94,6622998.74
4,-74747.94,6622948.74
4,-74747.94,6622898.74
4,-74747.94,6622848.74
4,-74747.94,6622798.74
4,-74747.94,6622748.74
4,-74747.94,6622698.74
4,-74747.94,6622648.74
4,-74747.94,6622598.74
4,-74747.94,6622548.74
4,-74747.94,6622498.74
4,-74747.94,6622448.74
4,-74747.94,6622398.74
4,-74747.94,6622348.74
4,-74747.94,6622298.74
4,-74747.94,6622248.74
4,-74747.94,6622198.74
4,-74747.94,6622148.74
4,-74747.94,6622098.74
4,-74747.94,6622048.74
4,-74747.94,6621998.74
4,-74747.94,6621948.74
4,-74747.94,6621898.74
4,-74747.94,6621848.74
4,-74747.94,6621798.74
4,-74747.94,6621748.74
4,-74747.94,6621698.74
4,-74747.94,6621648.74
4,-74747.94,6621598.74
4,-74747.94,6621548.74
4,-74747.94,6621498.74
4,-74747.94,6621448.74
4,-74747.94,6621398.74
4,-74747.94,6621348.74
4,-74747.94,6621298.74
4,-74747.94,6621248.74
4,-74747.94,6621198.74
4,-74747.94,6621148.74
4,-74747.94,6621098.74
4,-74747.94,6621048.74
4,-74747.94,6620998.74
4,-74747.94,6620948.74
4,-74747.94,6620898.74
4,-74747.94,6620848.74
4,-74747.94,6620798.74
4,-74747.94,6620748.74
4,-74747.94,6620698.74
4,-74747.94,6620648.74
4,-74747.94,6620598.74
4,-74747.94,6620548.74
4,-74747.94,6620498.74
4,-74747.94,6620448.74
4,-74747.94,6620398.74
4,-74747.94,6620348.74
4,-74747.94,6620298.74
4,-74747.94,6620248.74
4,-74747.94,6620198.74
4,-74747.94,6620148.74
4,-74747.94,6620098.74
4,-74747.94,6620048.74
4,-74747.94,6619998.74
4,-74747.94,6619948.74
4,-74747.94,6619898.74
4,-74747.94,6619848.74
4,-74747.94,6619798.74
4,-74747.94,6619748.74
4,-74747.94,6619698.74
4,-74747.94,6619648.74
4,-74747.94,6619598.74
4,-74747.94,6619548.74
4,-74747.94,6619498.74
4,-74747.94,6619448.74
4,-74747.94,6619398.74
4,-74747.94,6619348.74
4,-74747.94,6619298.74
4,-74747.94,6619248.74
4,-74747.94,6619198.74
4,-74747.94,6619148.74
4,-74747.94,6619098.74
4,-74747.94,6619048.74
4,-74747.94,6618998.74
4,-74747.94,6618948.74
4,-74747.94,6618898.74
4,-74747.94,6618848.74
4,-74747.94,6618798.74
4,-74747.94,6618748.74
4,-74747.94,6618698.74
4,-74747.94,6618648.74
4,-74747.94,6618598.74
4,-74747.94,6618548.74
4,-74747.94,6618498.74
4,-74747.94,6618448.74
4,-74747.94,6618398.74
4,-74747.94,6618348.74
4,-74747.94,6618298.74
4,-74747.94,6618248.74
4,-74747.94,6618198.74
4,-74747.94,6618148.74
4,-74747.94,6618098.74
4,-74747.94,6618048.74
4,-74747.94,6617998.74
4,-74747.94,6617948.74
4,-74747.94,6617898.74
4,-74747.94,6617848.74
4,-74747.94,6617798.74
4,-74747.94,6617748.74
4,-74747.94,6617698.74
4,-74747.94,6617648.74
4,-74747.94,6617598.74
4,-74747.94,6617548.74
4,-74747.94,6617498.74
4,-74747.94,6617448.74
4,-74747.94,6617398.74
4,-74747.94,6617348.74
4,-74747.94,6617298.74
4,-74747.94,6617248.74
4,-74747.94,6617198.74
4,-74747.94,6617148.74
4,-74747.94,6617098.74
4,-74747.94,6617048.74
4,-74747.94,6616998.74
4,-74747.94,6616948.74
4,-74747.94,6616898.74
4,-74747.94,6616848.74
4,-74747.94,6616798.74
4,-74747.94,6616748.74
4,-74747.94,6616698.74
4,-74747.94,6616648.74
4,-74747.94,6616598.74
4,-74747.94,6616548.74
4,-74747.94,6616498.74
4,-74747.94,6616448.74
4,-74747.94,6616398.74
4,-74747.94,6616348.74
4,-74747.94,6616298.74
4,-74747.94,6616248.74
4,-74747.94,6616198.74
4,-74747.94,6616148.74
4,-74747.94,6616098.74
4,-74747.94,6616048.74
4,-74747.94,6615998.74
4,-74747.94,6615948.74
4,-74747.94,6615898.74
4,-74747.94,6615848.74
4,-74747.94,6615798.74
4,-74747.94,6615748.74
4,-74747.94,6615698.74
4,-74747.94,6615648.74
4,-74747.94,6615598.74
4,-74747.94,6615548.74
4,-74747.94,6615498.74
4,-74747.94,6615448.74
4,-74747.94,6615398.74
4,-74747.94,6615348.74
4,-74747.94,6615298.74
4,-74747.94,6615248.74
4,-74747.94,6615198.74
4,-74747.94,6615148.74
4,-74747.94,6615098.74
4,-74747.94,6615048.74
4,-74747.94,6614998.74
4,-74747.94,6614948.74
4,-74747.94,6614898.74
4,-74747.94,6614848.74
4,-74747.94,6614798.74
4,-74747.94,6614748.74
4,-74747.94,6614698.74
4,-74747.94,6614648.74
4,-74747.94,6614598.74
4,-74747.94,6614548.74
4,-74747.94,6614498.74
4,-74747.94,6614448.74
4,-74747.94,6614398.74
4,-74747.94,6614348.74
4,-74747.94,6614298.74
4,-74747.94,6614248.74
4,-74747.94,6614198.74
4,-74747.94,6614148.74
4,-74747.94,6614098.74
4,-74747.94,6614048.74
4,-74747.94,6613998.74
4,-74747.94,6613948.74
4,-74747.94,6613898.74
4,-74747.94,6613848.74
4,-74747.94,6613798.74
4,-74747.94,6613748.74
4,-74747.94,6613698.74
4,-74747.94,6613648.74
4,-74747.94,6613598.74
4,-74747.94,6613548.74
4,-74747.94,6613498.74
4,-74747.94,6613448.74
4,-74747.94,6613398.74
4,-74747.94,6613348.74
4,-74747.94,6613298.74
4,-74747.94,6613248.74
4,-74747.94,6613198.74
4,-74747.94,6613148.74
4,-74747.94,6613098.74
4,-74747.94,6613048.74
4,-74747.94,6612998.74
4,-74747.94,6612948.74
4,-74747.94,6612898.74
4,-74747.94,6612848.74
4,-74747.94,6612798.74
4,-74747.94,6612748.74
4,-74747.94,6612698.74
4,-74747.94,6612648.74
4,-74747.94,6612598.74
4,-74747.94,6612548.74
4,-74747.94,6612498.74
4,-74747.94,6612448.74
4,-74747.94,6612398.74
4,-74747.94,6612348.74
4,-74747.94,6612298.74
4,-74747.94,6612248.74
4,-74747.94,6612198.74
4,-74747.94,6612148.74
4,-74747.94,6612098.74
4,-74747.94,6612048.74
4,-74747.94,6611998.74
4,-74747.94,6611948.74
4,-74747.94,6611898.74
4,-74747.94,6611848.74
4,-74747.94,6611798.74
4,-74747.94,6611748.74
4,-74747.94,6611698.74
4,-74747.94,6611648.74
4,-74747.94,6611598.74
4,-74747.94,6611548.74
4,-74747.94,6611498.74
4,-74747.94,6611448.74
4,-74747.94,6611398.74
4,-74747.94,6611348.74
4,-74747.94,6611298.74
4,-74747.94,6611248.74
4,-74747.94,6611198.74
4,-74747.94,6611148.74
4,-74747.94,6611098.74
4,-74747.94,6611048.74
4,-74747.94,6610998.74
4,-74747.94,6610948.74
4,-74747.94,6610898.74
4,-74747.94,6610848.74
4,-74747.94,6610798.74
4,-74747.94,6610748.74
4,-74747.94,6610698.74
4,-74747.94,6610648.74
4,-74747.94,6610598.74
4,-74747.94,6610548.74
4,-74747.94,6610498.74
4,-74747.94,6610448.74
4,-74747.94,6610398.74
4,-74747.94,6610348.74
4,-74747.94,6610298.74
4,-74747.94,6610248.74
4,-74747.94,6610198.74
4,-74747.94,6610148.74
4,-74747.94,6610098.74
4,-74747.94,6610048.74
4,-74747.94,6609998.74
4,-74747.94,6609948.74
4,-74747.94,6609898.74
5,-74247.94,6610298.74
5,-74247.94,6610348.74
5,-74247.94,6610398.74
5,-74247.94,6610448.74
5,-74247.94,6610498.74
5,-74247.94,6610548.74
5,-74247.94,6610598.74
5,-74247.94,6610648.74
5,-74247.94,6610698.74
5,-74247.94,6610748.74
5,-74247.94,6610798.74
5,-74247.94,6610848.74
5,-74247.94,6610898.74
5,-74247.94,6610948.74
5,-74247.94,6610998.74
5,-74247.94,6611048.74
5,-74247.94,6611098.74
5,-74247.94,6611148.74
5,-74247.94,6611198.74
5,-74247.94,6611248.74
5,-74247.94,6611298.74
5,-74247.94,6611348.74
5,-74247.94,6611398.74
5,-74247.94,6611448.74
5,-74247.94,6611498.74
5,-74247.94,6611548.74
5,-74247.94,6611598.74
5,-74247.94,6611648.74
5,-74247.94,6611698.74
5,-74247.94,6611748.74
5,-74247.94,6611798.74
5,-74247.94,6611848.74
5,-74247.94,6611898.74
5,-74247.94,6611948.74
5,-74247.94,6611998.74
5,-74247.94,6612048.74
5,-74247.94,6612098.74
5,-74247.94,6612148.74
5,-74247.94,6612198.74
5,-74247.94,6612248.74
5,-74247.94,6612298.74
5,-74247.94,6612348.74
5,-74247.94,6612398.74
5,-74247.94,6612448.74
5,-74247.94,6612498.74
5,-74247.94,6612548.74
5,-74247.94,6612598.74
5,-74247.94,6612648.74
5,-74247.94,6612698.74
5,-74247.94,6612748.74
5,-74247.94,6612798.74
5,-74247.94,6612848.74
5,-74247.94,6612898.74
5,-74247.94,6612948.74
5,-74247.94,6612998.74
5,-74247.94,6613048.74
5,-74247.94,6613098.74
5,-74247.94,6613148.74
5,-74247.94,6613198.74
5,-74247.94,6613248.74
5,-74247.94,6613298.74
5,-74247.94,6613348.74
5,-74247.94,6613398.74
5,-74247.94,6613448.74
5,-74247.94,6613498.74
5,-74247.94,6613548.74
5,-74247.94,6613598.74
5,-74247.94,6613648.74
5,-74247.94,6613698.74
5,-74247.94,6613748.74
5,-74247.94,6613798.74
5,-74247.94,6613848.74
5,-74247.94,6613898.74
5,-74247.94,6613948.74
5,-74247.94,6613998.74
5,-74247.94,6614048.74
5,-74247.94,6614098.74
5,-74247.94,6614148.74
5,-74247.94,6614198.74
5,-74247.94,6614248.74
5,-74247.94,6614298.74
5,-74247.94,6614348.74
5,-74247.94,6614398.74
5,-74247.94,6614448.74
5,-74247.94,6614498.74
5,-74247.94,6614548.74
5,-74247.94,6614598.74
5,-74247.94,6614648.74
5,-74247.94,6614698.74
5,-74247.94,6614748.74
5,-74247.94,6614798.74
5,-74247.94,6614848.74
5,-74247.94,6614898.74
5,-74247.94,6614948.74
5,-74247.94,6614998.74
5,-74247.94,6615048.74
5,-74247.94,6615098.74
5,-74247.94,6615148.74
5,-74247.94,6615198.74
5,-74247.94,6615248.74
5,-74247.94,6615298.74
5,-74247.94,6615348.74
5,-74247.94,6615398.74
5,-74247.94,6615448.74
5,-74247.94,6615498.74
5,-74247.94,6615548.74
5,-74247.94,6615598.74
5,-74247.94,6615648.74
5,-74247.94,6615698.74
5,-74247.94,6615748.74
5,-74247.94,6615798.74
5,-74247.94,6615848.74
5,-74247.94,6615898.74
5,-74247.94,6615948.74
5,-74247.94,6615998.74
5,-74247.94,6616048.74
5,-74247.94,6616098.74
5,-74247.94,6616148.74
5,-74247.94,6616198.74
5,-74247.94,6616248.74
5,-74247.94,6616298.74
5,-74247.94,6616348.74
5,-74247.94,6616398.74
5,-74247.94,6616448.74
5,-74247.94,6616498.74
5,-74247.94,6616548.74
5,-74247.94,6616598.74
5,-74247.94,6616648.74
5,-74247.94,6616698.74
5,-74247.94,6616748.74
5,-74247.94,6616798.74
5,-74247.94,6616848.74
5,-74247.94,6616898.74
5,-74247.94,6616948.74
5,-74247.94,6616998.74
5,-74247.94,6617048.74
5,-74247.94,6617098.74
5,-74247.94,6617148.74
5,-74247.94,6617198.74
5,-74247.94,6617248.74
5,-74247.94,6617298.74
5,-74247.94,6617348.74
5,-74247.94,6617398.74
5,-74247.94,6617448.74
5,-74247.94,6617498.74
5,-74247.94,6617548.74
5,-74247.94,6617598.74
5,-74247.94,6617648.74
5,-74247.94,6617698.74
5,-74247.94,6617748.74
5,-74247.94,6617798.74
5,-74247.94,6617848.74
5,-74247.94,6617898.74
5,-74247.94,6617948.74
5,-74247.94,6617998.74
5,-74247.94,6618048.74
5,-74247.94,6618098.74
5,-74247.94,6618148.74
5,-74247.94,6618198.74
5,-74247.94,6618248.74
