LNUM,X,Y,LSYMB
1,-71005.3,6.6253e+06,101
1,-71005.4,6.62525e+06,101
1,-71005.3,6.6252e+06,101
1,-71005.4,6.62515e+06,101
1,-71005.3,6.6251e+06,101
1,-71005.3,6.62505e+06,101
1,-71005.3,6.625e+06,101
1,-71005.3,6.62495e+06,101
1,-71005.3,6.6249e+06,101
1,-71005.3,6.62485e+06,101
1,-71005.4,6.6248e+06,101
1,-71005.3,6.62475e+06,101
1,-71005.4,6.6247e+06,101
1,-71005.3,6.62465e+06,101
1,-71005.4,6.6246e+06,101
1,-71005.3,6.62455e+06,101
1,-71005.4,6.6245e+06,101
1,-71005.3,6.62445e+06,101
1,-71005.4,6.6244e+06,101
1,-71005.3,6.62435e+06,101
1,-71005.3,6.6243e+06,101
1,-71005.3,6.62425e+06,101
1,-71005.3,6.6242e+06,101
1,-71005.3,6.62415e+06,101
1,-71005.3,6.6241e+06,101
1,-71005.4,6.62405e+06,101
1,-71005.3,6.624e+06,101
1,-71005.4,6.62395e+06,101
1,-71005.3,6.6239e+06,101
1,-71005.4,6.62385e+06,101
1,-71005.3,6.6238e+06,101
1,-71005.4,6.62375e+06,101
1,-71005.3,6.6237e+06,101
1,-71005.4,6.62365e+06,101
1,-71005.3,6.6236e+06,101
1,-71005.3,6.62355e+06,101
1,-71005.3,6.6235e+06,101
1,-71005.3,6.62345e+06,101
1,-71005.3,6.6234e+06,101
1,-71005.3,6.62335e+06,101
1,-71005.4,6.6233e+06,101
1,-71005.3,6.62325e+06,101
1,-71005.4,6.6232e+06,101
1,-71005.3,6.62315e+06,101
1,-71005.4,6.6231e+06,101
1,-71005.3,6.62305e+06,101
1,-71005.4,6.623e+06,101
1,-71005.3,6.62295e+06,101
1,-71005.4,6.6229e+06,101
1,-71005.3,6.62285e+06,101
1,-71005.3,6.6228e+06,101
1,-71005.3,6.62275e+06,101
1,-71005.3,6.6227e+06,101
1,-71005.3,6.62265e+06,101
1,-71005.3,6.6226e+06,101
1,-71005.4,6.62255e+06,101
1,-71005.3,6.6225e+06,101
1,-71005.4,6.62245e+06,101
1,-71005.3,6.6224e+06,101
1,-71005.4,6.62235e+06,101
1,-71005.3,6.6223e+06,101
1,-71005.4,6.62225e+06,101
1,-71005.3,6.6222e+06,101
1,-71005.3,6.62215e+06,101
1,-71005.3,6.6221e+06,101
1,-71005.3,6.62205e+06,101
1,-71005.3,6.622e+06,101
1,-71005.3,6.62195e+06,101
1,-71005.3,6.6219e+06,101
1,-71005.3,6.62185e+06,101
1,-71005.4,6.6218e+06,101
1,-71005.3,6.62175e+06,101
1,-71005.4,6.6217e+06,101
1,-71005.3,6.62165e+06,101
1,-71005.4,6.6216e+06,101
1,-71005.3,6.62155e+06,101
1,-71005.4,6.6215e+06,101
1,-71005.3,6.62145e+06,101
1,-71005.3,6.6214e+06,101
1,-71005.3,6.62135e+06,101
1,-71005.3,6.6213e+06,101
1,-71005.3,6.62125e+06,101
1,-71005.3,6.6212e+06,101
1,-71005.3,6.62115e+06,101
1,-71005.3,6.6211e+06,101
1,-71005.4,6.62105e+06,101
1,-71005.3,6.621e+06,101
1,-71005.4,6.62095e+06,101
1,-71005.3,6.6209e+06,101
1,-71005.4,6.62085e+06,101
1,-71005.3,6.6208e+06,101
1,-71005.4,6.62075e+06,101
1,-71005.3,6.6207e+06,101
1,-71005.3,6.62065e+06,101
1,-71005.3,6.6206e+06,101
1,-71005.3,6.62055e+06,101
1,-71005.3,6.6205e+06,101
1,-71005.3,6.62045e+06,101
1,-71005.4,6.6204e+06,101
1,-71005.3,6.62035e+06,101
1,-71005.4,6.6203e+06,101
1,-71005.3,6.62025e+06,101
1,-71005.4,6.6202e+06,101
1,-71005.3,6.62015e+06,101
1,-71005.4,6.6201e+06,101
1,-71005.3,6.62005e+06,101
1,-71005.4,6.62e+06,101
1,-71005.3,6.61995e+06,101
1,-71005.3,6.6199e+06,101
1,-71005.3,6.61985e+06,101
1,-71005.3,6.6198e+06,101
1,-71005.3,6.61975e+06,101
1,-71005.3,6.6197e+06,101
1,-71005.4,6.61965e+06,101
1,-71005.3,6.6196e+06,101
1,-71005.4,6.61955e+06,101
1,-71005.3,6.6195e+06,101
1,-71005.4,6.61945e+06,101
1,-71005.3,6.6194e+06,101
1,-71005.4,6.61935e+06,101
1,-71005.3,6.6193e+06,101
1,-71005.4,6.61925e+06,101
1,-71005.3,6.6192e+06,101
1,-71005.3,6.61915e+06,101
1,-71005.3,6.6191e+06,101
1,-71005.3,6.61905e+06,101
1,-71005.3,6.619e+06,101
1,-71005.3,6.61895e+06,101
1,-71005.4,6.6189e+06,101
1,-71005.3,6.61885e+06,101
1,-71005.4,6.6188e+06,101
1,-71005.3,6.61875e+06,101
1,-71005.4,6.6187e+06,101
1,-71005.3,6.61865e+06,101
1,-71005.4,6.6186e+06,101
1,-71005.3,6.61855e+06,101
1,-71005.4,6.6185e+06,101
1,-71005.3,6.61845e+06,101
1,-71005.3,6.6184e+06,101
1,-71005.3,6.61835e+06,101
1,-71005.3,6.6183e+06,101
1,-71005.3,6.61825e+06,101
1,-71005.3,6.6182e+06,101
1,-71005.4,6.61815e+06,101
1,-71005.3,6.6181e+06,101
1,-71005.4,6.61805e+06,101
1,-71005.3,6.618e+06,101
1,-71005.4,6.61795e+06,101
1,-71005.3,6.6179e+06,101
1,-71005.4,6.61785e+06,101
1,-71005.3,6.6178e+06,101
1,-71005.4,6.61775e+06,101
1,-71005.3,6.6177e+06,101
1,-71005.3,6.61765e+06,101
1,-71005.3,6.6176e+06,101
1,-71005.3,6.61755e+06,101
1,-71005.3,6.6175e+06,101
1,-71005.3,6.61745e+06,101
1,-71005.4,6.6174e+06,101
1,-71005.3,6.61735e+06,101
1,-71005.4,6.6173e+06,101
1,-71005.3,6.61725e+06,101
1,-71005.4,6.6172e+06,101
1,-71005.3,6.61715e+06,101
1,-71005.4,6.6171e+06,101
1,-71005.3,6.61705e+06,101
1,-71005.3,6.617e+06,101
1,-71005.3,6.61695e+06,101
1,-71005.3,6.6169e+06,101
1,-71005.3,6.61685e+06,101
1,-71005.3,6.6168e+06,101
1,-71005.3,6.61675e+06,101
1,-71005.3,6.6167e+06,101
3,-71505.8,6.61105e+06,102
3,-71505.8,6.6111e+06,102
3,-71505.8,6.61115e+06,102
3,-71505.8,6.6112e+06,102
3,-71505.8,6.61125e+06,102
3,-71505.8,6.6113e+06,102
3,-71505.8,6.61135e+06,102
3,-71505.8,6.6114e+06,102
3,-71505.8,6.61145e+06,102
3,-71505.8,6.6115e+06,102
3,-71505.8,6.61155e+06,102
3,-71505.8,6.6116e+06,102
3,-71505.8,6.61165e+06,102
3,-71505.8,6.6117e+06,102
3,-71505.8,6.61175e+06,102
3,-71505.8,6.6118e+06,102
3,-71505.8,6.61185e+06,102
3,-71505.8,6.6119e+06,102
3,-71505.8,6.61195e+06,102
3,-71505.8,6.612e+06,102
3,-71505.8,6.61205e+06,102
3,-71505.8,6.6121e+06,102
3,-71505.8,6.61215e+06,102
3,-71505.8,6.6122e+06,102
3,-71505.8,6.61225e+06,102
3,-71505.8,6.6123e+06,102
3,-71505.8,6.61235e+06,102
3,-71505.8,6.6124e+06,102
3,-71505.8,6.61245e+06,102
3,-71505.8,6.6125e+06,102
3,-71505.8,6.61255e+06,102
3,-71505.8,6.6126e+06,102
3,-71505.8,6.61265e+06,102
3,-71505.8,6.6127e+06,102
3,-71505.8,6.61275e+06,102
3,-71505.8,6.6128e+06,102
3,-71505.8,6.61285e+06,102
3,-71505.8,6.6129e+06,102
3,-71505.8,6.61295e+06,102
3,-71505.8,6.613e+06,102
3,-71505.8,6.61305e+06,102
3,-71505.8,6.6131e+06,102
3,-71505.8,6.61315e+06,102
3,-71505.8,6.6132e+06,102
3,-71505.8,6.61325e+06,102
3,-71505.8,6.6133e+06,102
3,-71505.8,6.61335e+06,102
3,-71505.8,6.6134e+06,102
3,-71505.8,6.61345e+06,102
3,-71505.8,6.6135e+06,102
3,-71505.8,6.61355e+06,102
3,-71505.8,6.6136e+06,102
3,-71505.8,6.61365e+06,102
3,-71505.8,6.6137e+06,102
3,-71505.8,6.61375e+06,102
3,-71505.8,6.6138e+06,102
3,-71505.8,6.61385e+06,102
3,-71505.8,6.6139e+06,102
3,-71505.8,6.61395e+06,102
3,-71505.8,6.614e+06,102
3,-71505.8,6.61405e+06,102
3,-71505.8,6.6141e+06,102
3,-71505.8,6.61415e+06,102
3,-71505.8,6.6142e+06,102
3,-71505.8,6.61425e+06,102
3,-71505.8,6.6143e+06,102
3,-71505.8,6.61435e+06,102
3,-71505.8,6.6144e+06,102
3,-71505.8,6.61445e+06,102
3,-71505.8,6.6145e+06,102
3,-71505.8,6.61455e+06,102
3,-71505.8,6.6146e+06,102
3,-71505.8,6.61465e+06,102
3,-71505.8,6.6147e+06,102
3,-71505.8,6.61475e+06,102
3,-71505.8,6.6148e+06,102
3,-71505.8,6.61485e+06,102
3,-71505.8,6.6149e+06,102
3,-71505.8,6.61495e+06,102
3,-71505.8,6.615e+06,102
3,-71505.8,6.61505e+06,102
3,-71505.8,6.6151e+06,102
3,-71505.8,6.61515e+06,102
3,-71505.8,6.6152e+06,102
3,-71505.8,6.61525e+06,102
3,-71505.8,6.6153e+06,102
3,-71505.8,6.61535e+06,102
3,-71505.8,6.6154e+06,102
3,-71505.8,6.61545e+06,102
3,-71505.8,6.6155e+06,102
3,-71505.8,6.61555e+06,102
3,-71505.8,6.6156e+06,102
3,-71505.8,6.61565e+06,102
3,-71505.8,6.6157e+06,102
3,-71505.8,6.61575e+06,102
3,-71505.8,6.6158e+06,102
3,-71505.8,6.61585e+06,102
3,-71505.8,6.6159e+06,102
3,-71505.8,6.61595e+06,102
3,-71505.8,6.616e+06,102
3,-71505.8,6.61605e+06,102
3,-71505.8,6.6161e+06,102
3,-71505.8,6.61615e+06,102
3,-71505.8,6.6162e+06,102
3,-71505.8,6.61625e+06,102
3,-71505.8,6.6163e+06,102
3,-71505.8,6.61635e+06,102
3,-71505.8,6.6164e+06,102
3,-71505.8,6.61645e+06,102
3,-71505.8,6.6165e+06,102
3,-71505.8,6.61655e+06,102
3,-71505.8,6.6166e+06,102
3,-71505.8,6.61665e+06,102
3,-71505.8,6.6167e+06,102
3,-71505.8,6.61675e+06,102
3,-71505.8,6.6168e+06,102
3,-71505.8,6.61685e+06,102
3,-71505.8,6.6169e+06,102
3,-71505.8,6.61695e+06,102
3,-71505.8,6.617e+06,102
3,-71505.8,6.61705e+06,102
3,-71505.8,6.6171e+06,102
3,-71505.8,6.61715e+06,102
3,-71505.8,6.6172e+06,102
3,-71505.8,6.61725e+06,102
3,-71505.8,6.6173e+06,102
3,-71505.8,6.61735e+06,102
3,-71505.8,6.6174e+06,102
3,-71505.8,6.61745e+06,102
3,-71505.8,6.6175e+06,102
3,-71505.8,6.61755e+06,102
3,-71505.8,6.6176e+06,102
3,-71505.8,6.61765e+06,102
3,-71505.8,6.6177e+06,102
3,-71505.8,6.61775e+06,102
3,-71505.8,6.6178e+06,102
3,-71505.8,6.61785e+06,102
3,-71505.8,6.6179e+06,102
3,-71505.8,6.61795e+06,102
3,-71505.8,6.618e+06,102
3,-71505.8,6.61805e+06,102
3,-71505.8,6.6181e+06,102
3,-71505.8,6.61815e+06,102
3,-71505.8,6.6182e+06,102
3,-71505.8,6.61825e+06,102
3,-71505.8,6.6183e+06,102
3,-71505.8,6.61835e+06,102
3,-71505.8,6.6184e+06,102
3,-71505.8,6.61845e+06,102
3,-71505.8,6.6185e+06,102
3,-71505.8,6.61855e+06,102
3,-71505.8,6.6186e+06,102
3,-71505.8,6.61865e+06,102
3,-71505.8,6.6187e+06,102
3,-71505.8,6.61875e+06,102
3,-71505.8,6.6188e+06,102
3,-71505.8,6.61885e+06,102
3,-71505.8,6.6189e+06,102
3,-71505.8,6.61895e+06,102
3,-71505.8,6.619e+06,102
3,-71505.8,6.61905e+06,102
3,-71505.8,6.6191e+06,102
3,-71505.8,6.61915e+06,102
3,-71505.8,6.6192e+06,102
3,-71505.8,6.61925e+06,102
3,-71505.8,6.6193e+06,102
3,-71505.8,6.61935e+06,102
3,-71505.8,6.6194e+06,102
3,-71505.8,6.61945e+06,102
3,-71505.8,6.6195e+06,102
3,-71505.8,6.61955e+06,102
3,-71505.8,6.6196e+06,102
3,-71505.8,6.61965e+06,102
3,-71505.8,6.6197e+06,102
3,-71505.8,6.61975e+06,102
3,-71505.8,6.6198e+06,102
3,-71505.8,6.61985e+06,102
3,-71505.8,6.6199e+06,102
3,-71505.8,6.61995e+06,102
3,-71505.8,6.62e+06,102
3,-71505.8,6.62005e+06,102
3,-71505.8,6.6201e+06,102
3,-71505.8,6.62015e+06,102
3,-71505.8,6.6202e+06,102
3,-71505.8,6.62025e+06,102
3,-71505.8,6.6203e+06,102
3,-71505.8,6.62035e+06,102
3,-71505.8,6.6204e+06,102
3,-71505.8,6.62045e+06,102
3,-71505.8,6.6205e+06,102
3,-71505.8,6.62055e+06,102
3,-71505.8,6.6206e+06,102
3,-71505.8,6.62065e+06,102
3,-71505.8,6.6207e+06,102
3,-71505.8,6.62075e+06,102
3,-71505.8,6.6208e+06,102
3,-71505.8,6.62085e+06,102
3,-71505.8,6.6209e+06,102
3,-71505.8,6.62095e+06,102
3,-71505.8,6.621e+06,102
3,-71505.8,6.62105e+06,102
3,-71505.8,6.6211e+06,102
3,-71505.8,6.62115e+06,102
3,-71505.8,6.6212e+06,102
3,-71505.8,6.62125e+06,102
3,-71505.8,6.6213e+06,102
3,-71505.8,6.62135e+06,102
3,-71505.8,6.6214e+06,102
3,-71505.8,6.62145e+06,102
3,-71505.8,6.6215e+06,102
3,-71505.8,6.62155e+06,102
3,-71505.8,6.6216e+06,102
3,-71505.8,6.62165e+06,102
3,-71505.8,6.6217e+06,102
3,-71505.8,6.62175e+06,102
3,-71505.8,6.6218e+06,102
3,-71505.8,6.62185e+06,102
3,-71505.8,6.6219e+06,102
3,-71505.8,6.62195e+06,102
3,-71505.8,6.622e+06,102
3,-71505.8,6.62205e+06,102
3,-71505.8,6.6221e+06,102
3,-71505.8,6.62215e+06,102
3,-71505.8,6.6222e+06,102
3,-71505.8,6.62225e+06,102
3,-71505.8,6.6223e+06,102
3,-71505.8,6.62235e+06,102
3,-71505.8,6.6224e+06,102
3,-71505.8,6.62245e+06,102
3,-71505.8,6.6225e+06,102
3,-71505.8,6.62255e+06,102
3,-71505.8,6.6226e+06,102
3,-71505.8,6.62265e+06,102
3,-71505.8,6.6227e+06,102
3,-71505.8,6.62275e+06,102
3,-71505.8,6.6228e+06,102
3,-71505.8,6.62285e+06,102
3,-71505.8,6.6229e+06,102
3,-71505.8,6.62295e+06,102
3,-71505.8,6.623e+06,102
3,-71505.8,6.62305e+06,102
3,-71505.8,6.6231e+06,102
3,-71505.8,6.62315e+06,102
3,-71505.8,6.6232e+06,102
3,-71505.8,6.62325e+06,102
3,-71505.8,6.6233e+06,102
3,-71505.8,6.62335e+06,102
3,-71505.8,6.6234e+06,102
3,-71505.8,6.62345e+06,102
3,-71505.8,6.6235e+06,102
3,-71505.8,6.62355e+06,102
3,-71505.8,6.6236e+06,102
3,-71505.8,6.62365e+06,102
3,-71505.8,6.6237e+06,102
3,-71505.8,6.62375e+06,102
3,-71505.8,6.6238e+06,102
3,-71505.8,6.62385e+06,102
3,-71505.8,6.6239e+06,102
3,-71505.8,6.62395e+06,102
3,-71505.8,6.624e+06,102
3,-71505.8,6.62405e+06,102
3,-71505.8,6.6241e+06,102
3,-71505.8,6.62415e+06,102
3,-71505.8,6.6242e+06,102
3,-71505.8,6.62425e+06,102
3,-71505.8,6.6243e+06,102
3,-71505.8,6.62435e+06,102
3,-71505.8,6.6244e+06,102
3,-71505.8,6.62445e+06,102
3,-71505.8,6.6245e+06,102
3,-71505.8,6.62455e+06,102
3,-71505.8,6.6246e+06,102
3,-71505.8,6.62465e+06,102
3,-71505.8,6.6247e+06,102
3,-71505.8,6.62475e+06,102
3,-71505.8,6.6248e+06,102
3,-71505.8,6.62485e+06,102
3,-71505.8,6.6249e+06,102
3,-71505.8,6.62495e+06,102
3,-71505.8,6.625e+06,102
3,-71505.8,6.62505e+06,102
3,-71505.8,6.6251e+06,102
3,-71505.8,6.62515e+06,102
3,-71505.8,6.6252e+06,102
3,-71505.8,6.62525e+06,102
3,-71505.8,6.6253e+06,102
3,-71505.8,6.62535e+06,102
3,-71505.8,6.6254e+06,102
3,-71505.8,6.62545e+06,102
3,-71505.8,6.6255e+06,102
4,-72005.3,6.6259e+06,103
4,-72005.3,6.62585e+06,103
4,-72005.3,6.6258e+06,103
4,-72005.3,6.62575e+06,103
4,-72005.3,6.6257e+06,103
4,-72005.3,6.62565e+06,103
4,-72005.3,6.6256e+06,103
4,-72005.3,6.62555e+06,103
4,-72005.3,6.6255e+06,103
4,-72005.3,6.62545e+06,103
4,-72005.3,6.6254e+06,103
4,-72005.3,6.62535e+06,103
4,-72005.3,6.6253e+06,103
4,-72005.3,6.62525e+06,103
4,-72005.3,6.6252e+06,103
4,-72005.3,6.62515e+06,103
4,-72005.3,6.6251e+06,103
4,-72005.3,6.62505e+06,103
4,-72005.3,6.625e+06,103
4,-72005.3,6.62495e+06,103
4,-72005.3,6.6249e+06,103
4,-72005.3,6.62485e+06,103
4,-72005.3,6.6248e+06,103
4,-72005.3,6.62475e+06,103
4,-72005.3,6.6247e+06,103
4,-72005.3,6.62465e+06,103
4,-72005.3,6.6246e+06,103
4,-72005.3,6.62455e+06,103
4,-72005.3,6.6245e+06,103
4,-72005.3,6.62445e+06,103
4,-72005.3,6.6244e+06,103
4,-72005.3,6.62435e+06,103
4,-72005.3,6.6243e+06,103
4,-72005.3,6.62425e+06,103
4,-72005.3,6.6242e+06,103
4,-72005.3,6.62415e+06,103
4,-72005.3,6.6241e+06,103
4,-72005.3,6.62405e+06,103
4,-72005.3,6.624e+06,103
4,-72005.3,6.62395e+06,103
4,-72005.3,6.6239e+06,103
4,-72005.3,6.62385e+06,103
4,-72005.3,6.6238e+06,103
4,-72005.3,6.62375e+06,103
4,-72005.3,6.6237e+06,103
4,-72005.3,6.62365e+06,103
4,-72005.3,6.6236e+06,103
4,-72005.3,6.62355e+06,103
4,-72005.3,6.6235e+06,103
4,-72005.3,6.62345e+06,103
4,-72005.3,6.6234e+06,103
4,-72005.3,6.62335e+06,103
4,-72005.3,6.6233e+06,103
4,-72005.3,6.62325e+06,103
4,-72005.3,6.6232e+06,103
4,-72005.3,6.62315e+06,103
4,-72005.3,6.6231e+06,103
4,-72005.3,6.62305e+06,103
4,-72005.3,6.623e+06,103
4,-72005.3,6.62295e+06,103
4,-72005.3,6.6229e+06,103
4,-72005.3,6.62285e+06,103
4,-72005.3,6.6228e+06,103
4,-72005.3,6.62275e+06,103
4,-72005.3,6.6227e+06,103
4,-72005.3,6.62265e+06,103
4,-72005.3,6.6226e+06,103
4,-72005.3,6.62255e+06,103
4,-72005.3,6.6225e+06,103
4,-72005.3,6.62245e+06,103
4,-72005.3,6.6224e+06,103
4,-72005.3,6.62235e+06,103
4,-72005.3,6.6223e+06,103
4,-72005.3,6.62225e+06,103
4,-72005.3,6.6222e+06,103
4,-72005.3,6.62215e+06,103
4,-72005.3,6.6221e+06,103
4,-72005.3,6.62205e+06,103
4,-72005.3,6.622e+06,103
4,-72005.3,6.62195e+06,103
4,-72005.3,6.6219e+06,103
4,-72005.3,6.62185e+06,103
4,-72005.3,6.6218e+06,103
4,-72005.3,6.62175e+06,103
4,-72005.3,6.6217e+06,103
4,-72005.3,6.62165e+06,103
4,-72005.3,6.6216e+06,103
4,-72005.3,6.62155e+06,103
4,-72005.3,6.6215e+06,103
4,-72005.3,6.62145e+06,103
4,-72005.3,6.6214e+06,103
4,-72005.3,6.62135e+06,103
4,-72005.3,6.6213e+06,103
4,-72005.3,6.62125e+06,103
4,-72005.3,6.6212e+06,103
4,-72005.3,6.62115e+06,103
4,-72005.3,6.6211e+06,103
4,-72005.3,6.62105e+06,103
4,-72005.3,6.621e+06,103
4,-72005.3,6.62095e+06,103
4,-72005.3,6.6209e+06,103
4,-72005.3,6.62085e+06,103
4,-72005.3,6.6208e+06,103
4,-72005.3,6.62075e+06,103
4,-72005.3,6.6207e+06,103
4,-72005.3,6.62065e+06,103
4,-72005.3,6.6206e+06,103
4,-72005.3,6.62055e+06,103
4,-72005.3,6.6205e+06,103
4,-72005.3,6.62045e+06,103
4,-72005.3,6.6204e+06,103
4,-72005.3,6.62035e+06,103
4,-72005.3,6.6203e+06,103
4,-72005.3,6.62025e+06,103
4,-72005.3,6.6202e+06,103
4,-72005.3,6.62015e+06,103
4,-72005.3,6.6201e+06,103
4,-72005.3,6.62005e+06,103
4,-72005.3,6.62e+06,103
4,-72005.3,6.61995e+06,103
4,-72005.3,6.6199e+06,103
4,-72005.3,6.61985e+06,103
4,-72005.3,6.6198e+06,103
4,-72005.3,6.61975e+06,103
4,-72005.3,6.6197e+06,103
4,-72005.3,6.61965e+06,103
4,-72005.3,6.6196e+06,103
4,-72005.3,6.61955e+06,103
4,-72005.3,6.6195e+06,103
4,-72005.3,6.61945e+06,103
4,-72005.3,6.6194e+06,103
4,-72005.3,6.61935e+06,103
4,-72005.3,6.6193e+06,103
4,-72005.3,6.61925e+06,103
4,-72005.3,6.6192e+06,103
4,-72005.3,6.61915e+06,103
4,-72005.3,6.6191e+06,103
4,-72005.3,6.61905e+06,103
4,-72005.3,6.619e+06,103
4,-72005.3,6.61895e+06,103
4,-72005.3,6.6189e+06,103
4,-72005.3,6.61885e+06,103
4,-72005.3,6.6188e+06,103
4,-72005.3,6.61875e+06,103
4,-72005.3,6.6187e+06,103
4,-72005.3,6.61865e+06,103
4,-72005.3,6.6186e+06,103
4,-72005.3,6.61855e+06,103
4,-72005.3,6.6185e+06,103
4,-72005.3,6.61845e+06,103
4,-72005.3,6.6184e+06,103
4,-72005.3,6.61835e+06,103
4,-72005.3,6.6183e+06,103
4,-72005.3,6.61825e+06,103
4,-72005.3,6.6182e+06,103
4,-72005.3,6.61815e+06,103
4,-72005.3,6.6181e+06,103
4,-72005.3,6.61805e+06,103
4,-72005.3,6.618e+06,103
4,-72005.3,6.61795e+06,103
4,-72005.3,6.6179e+06,103
4,-72005.3,6.61785e+06,103
4,-72005.3,6.6178e+06,103
4,-72005.3,6.61775e+06,103
4,-72005.3,6.6177e+06,103
4,-72005.3,6.61765e+06,103
4,-72005.3,6.6176e+06,103
4,-72005.3,6.61755e+06,103
4,-72005.3,6.6175e+06,103
4,-72005.3,6.61745e+06,103
4,-72005.3,6.6174e+06,103
4,-72005.3,6.61735e+06,103
4,-72005.3,6.6173e+06,103
4,-72005.3,6.61725e+06,103
4,-72005.3,6.6172e+06,103
4,-72005.3,6.61715e+06,103
4,-72005.3,6.6171e+06,103
4,-72005.3,6.61705e+06,103
4,-72005.3,6.617e+06,103
4,-72005.3,6.61695e+06,103
4,-72005.3,6.6169e+06,103
4,-72005.3,6.61685e+06,103
4,-72005.4,6.6168e+06,103
4,-72005.4,6.61675e+06,103
4,-72005.4,6.6167e+06,103
4,-72005.3,6.61665e+06,103
4,-72005.4,6.6166e+06,103
4,-72005.3,6.61655e+06,103
4,-72005.4,6.6165e+06,103
4,-72005.3,6.61645e+06,103
4,-72005.4,6.6164e+06,103
4,-72005.3,6.61635e+06,103
4,-72005.4,6.6163e+06,103
4,-72005.3,6.61625e+06,103
4,-72005.4,6.6162e+06,103
4,-72005.4,6.61615e+06,103
4,-72005.4,6.6161e+06,103
4,-72005.4,6.61605e+06,103
4,-72005.3,6.616e+06,103
4,-72005.4,6.61595e+06,103
4,-72005.3,6.6159e+06,103
4,-72005.4,6.61585e+06,103
4,-72005.3,6.6158e+06,103
4,-72005.4,6.61575e+06,103
4,-72005.3,6.6157e+06,103
4,-72005.4,6.61565e+06,103
4,-72005.3,6.6156e+06,103
4,-72005.4,6.61555e+06,103
4,-72005.4,6.6155e+06,103
4,-72005.4,6.61545e+06,103
4,-72005.4,6.6154e+06,103
4,-72005.4,6.61535e+06,103
4,-72005.4,6.6153e+06,103
4,-72005.3,6.61525e+06,103
4,-72005.4,6.6152e+06,103
4,-72005.3,6.61515e+06,103
4,-72005.4,6.6151e+06,103
4,-72005.3,6.61505e+06,103
4,-72005.4,6.615e+06,103
4,-72005.3,6.61495e+06,103
4,-72005.4,6.6149e+06,103
4,-72005.3,6.61485e+06,103
4,-72005.4,6.6148e+06,103
4,-72005.4,6.61475e+06,103
4,-72005.4,6.6147e+06,103
4,-72005.4,6.61465e+06,103
4,-72005.4,6.6146e+06,103
4,-72005.4,6.61455e+06,103
4,-72005.3,6.6145e+06,103
4,-72005.4,6.61445e+06,103
4,-72005.3,6.6144e+06,103
4,-72005.4,6.61435e+06,103
4,-72005.3,6.6143e+06,103
4,-72005.4,6.61425e+06,103
4,-72005.3,6.6142e+06,103
4,-72005.4,6.61415e+06,103
4,-72005.3,6.6141e+06,103
4,-72005.4,6.61405e+06,103
4,-72005.4,6.614e+06,103
4,-72005.4,6.61395e+06,103
4,-72005.4,6.6139e+06,103
4,-72005.4,6.61385e+06,103
4,-72005.4,6.6138e+06,103
4,-72005.3,6.61375e+06,103
4,-72005.4,6.6137e+06,103
4,-72005.3,6.61365e+06,103
4,-72005.4,6.6136e+06,103
4,-72005.3,6.61355e+06,103
4,-72005.4,6.6135e+06,103
4,-72005.3,6.61345e+06,103
4,-72005.4,6.6134e+06,103
4,-72005.3,6.61335e+06,103
4,-72005.4,6.6133e+06,103
5,-72505.3,6.60955e+06,104
5,-72505.3,6.6096e+06,104
5,-72505.3,6.60965e+06,104
